English,Marathi
I was angry at myself.,मी स्वतःवर रागावलो होतो.
I was angry at myself.,मी स्वतःवर रागावलो होते.
I was born in America.,मी अमेरिकेत जन्माला आलो.
I was born in America.,मी अमेरिकेत जन्माला आले.
I was born in October.,माझा जन्म ऑक्टोबरमध्ये झाला होता.
I was happy yesterday.,मी काल सुखी होतो.
I was happy yesterday.,मी काल सुखी होते.
I was happy yesterday.,मी काल खूष होतो.
I was happy yesterday.,मी काल खूष होते.
I was home last night.,काल रात्री मी घरी होतो.
I was home last night.,काल रात्री मी घरी होते.
I was in my apartment.,मी माझ्या फ्लॅटमध्ये होतो.
I was in my apartment.,मी माझ्या फ्लॅटमध्ये होते.
I was in the bathroom.,मी बाथरूममध्ये होतो.
I was in the bathroom.,मी बाथरूममध्ये होते.
I was on the mountain.,मी डोंगरावर होतो.
I was on the mountain.,मी डोंगरावर होते.
I was speaking to you.,मी तुझ्याशी बोलत होतो.
I was speaking to you.,मी तुमच्याशी बोलत होतो.
I was speaking to you.,मी तुमच्याशी बोलत होते.
I was speaking to you.,मी तुझ्याशी बोलत होते.
I was there yesterday.,काल मी तिथे होतो.
I was there yesterday.,काल मी तिथे होते.
I was told to go home.,मला घरी जायला सांगितलं होतं.
I was watching videos.,मी व्हिडिओ बघत होतो.
I was watching videos.,मी व्हिडिओ बघत होते.
I washed my own shirt.,मी स्वतःचा शर्ट स्वतः धुतला.
I wasn't always happy.,मी नेहमीच सुखी नव्हतो.
I wasn't always happy.,मी नेहमीच सुखी नव्हते.
I wasn't always happy.,मी नेहमीच खूष नव्हतो.
I wasn't always happy.,मी नेहमीच खूष नव्हते.
I wasn't at home then.,तेव्हा मी घरी नव्हतो.
I wasn't at home then.,तेव्हा मी घरी नव्हते.
I wasn't in any hurry.,मी कसल्याही घाईत नव्हतो.
I wasn't in any hurry.,मी कसल्याही घाईत नव्हते.
I went home and cried.,मी घरी जाऊन रडलो.
I went home and cried.,मी घरी जाऊन रडले.
I went home and cried.,मी घरी गेलो आणि रडलो.
I went home and cried.,मी घरी गेले आणि रडले.
I went there recently.,मी तिथे हल्लीच गेलो.
I went there recently.,मी तिथे हल्लीच गेले.
I went to the library.,मी ग्रंथालयात गेलो.
I went to work by car.,मी गाडीने कामाला गेलो.
I went to work by car.,मी गाडीने कामाला गेले.
I will do it tomorrow.,मी ते उद्या करेन.
I will go if you come.,तू आलास तर मी जाईन.
I will go if you come.,तू आलीस तर मी जाईन.
I will go if you come.,तुम्ही आलात तर मी जाईन.
I won't do that again.,मी तसं पुन्हा करणार नाही.
I wonder what Tom saw.,टॉमला काय दिसलं कोणास ठाऊक.
I worked this morning.,मी आज सकाळी काम केलं.
I would've helped you.,मी तुझी मदत केली असती.
I would've helped you.,मी तुमची मदत केली असती.
I'd like to live here.,मला इथे राहायला आवडेल.
I'd rather order beer.,त्यापेक्षा मी एक बियर मागवेन.
I'll apologize to Tom.,मैं टॉम से माफ़ी मांगूंगी।
I'll be here tomorrow.,मी इथे उद्या असेन.
I'll be there all day.,मी दिवसभर तिथेच असेन.
I'll bring sandwiches.,मी सँडविच आणेन.
I'll buy this for Tom.,मी हे टॉमसाठी विकत घेईन.
I'll buy this for Tom.,हे मी टॉमसाठी विकत घेईन.
I'll do that for free.,ते मी फुकटमध्ये करेन.
I'll explain it again.,मी पुन्हा समजावून सांगतो.
I'll explain it again.,मी पुन्हा समजावून सांगते.
I'll explain it again.,मी पुन्हा समजावतो.
I'll explain it again.,मी पुन्हा समजावते.
I'll find another job.,मी दुसरी नोकरी शोधेन.
I'll live in the city.,मी शहरात राहेन.
I'll meet you outside.,मी तुला बाहेर भेटेन.
I'll meet you outside.,मी तुमला बाहेर भेटेन.
I'll never forget Tom.,मी टॉमला कधीच विसरणार नाही.
I'll never forget Tom.,टॉमला मी कधीही विसरणार नाही.
I'll never lie to you.,मी तुझ्याशी कधीच खोटं बोलणार नाही.
I'll never lie to you.,मी तुमच्याशी कधीच खोटं बोलणार नाही.
I'll order that later.,ते मी नंतर मागवेन.
I'll sign it tomorrow.,मी उद्या सही करेन.
I'll sit on the couch.,मी सोफ्यावर बसेन.
I'll sleep in my room.,मी माझ्या खोलीत झोपेन.
I'll stay if it rains.,पाऊस पडला तर मी राहेन.
I'll stop when you do.,तू थांबशील तेव्हा मी थांबेन.
I'll stop when you do.,तुम्ही थांबाल तेव्हा मी थांबेन.
I'll take this to Tom.,हे मी टॉमकडे नेईन.
I'll take this to Tom.,हे मी टॉमकडे घेऊन जाईन.
I'll take this to Tom.,हा मी टॉमकडे घेऊन जाईन.
I'll take this to Tom.,ही मी टॉमकडे घेऊन जाईन.
I'll take this to Tom.,हा मी टॉमकडे नेईन.
I'll take this to Tom.,ही मी टॉमकडे नेईन.
I'll tell you a story.,मी तुला एक गोष्ट सांगतो.
I'll tell you a story.,मी तुला एक गोष्ट सांगते.
I'll tell you a story.,मी तुम्हाला एक गोष्ट सांगतो.
I'll tell you a story.,मी तुम्हाला एक गोष्ट सांगते.
I'm Tom's grandfather.,मी टॉमचा आजोबा आहे.
I'm at home right now.,मी आता घरी आहे.
I'm bored with Boston.,बॉस्टनचा कंटाळा आलाय.
I'm bored with Boston.,बॉस्टनचा कंटाळा आलाय मला.
I'm brushing my teeth.,मी दात घासतोय.
I'm brushing my teeth.,मी दात घासतेय.
I'm brushing my teeth.,मी ब्रश करतोय.
I'm brushing my teeth.,मी ब्रश करतेय.
I'm brushing my teeth.,मी माझे दात घासतोय.
I'm brushing my teeth.,मी माझे दात घासतेय.
I'm calling my lawyer.,मी माझ्या वकिलाला फोन करतोय.
I'm calling my lawyer.,मी माझ्या वकिलाला फोन करतेय.
I'm calling my lawyer.,मी माझ्या वकिलाला बोलवतोय.
I'm calling my lawyer.,मी माझ्या वकिलाला बोलवतेय.
I'm eating a sandwich.,मी सँडविच खातोय.
I'm eating a sandwich.,मी एक सँडविच खातेय.
I'm going to buy fish.,मी मासे विकत घेणार आहे.
I'm going to call Tom.,मी टॉमला बोलावणार आहे.
I'm going to call Tom.,मी टॉमला फोन करणार आहे.
I'm going to die here.,मी इथेच मरणार आहे.
I'm going to die here.,मी इथे मरणार आहे.
I'm going to find Tom.,मी टॉमला शोधून काढणार आहे.
I'm going to help you.,मी तुझी मदत करणार आहे.
I'm going to help you.,मी तुमची मदत करणार आहे.
I'm going to need you.,मला तुझी गरज पडणार आहे.
I'm going to need you.,मला तुमची गरज पडणार आहे.
I'm going to stop Tom.,मी टॉमला थांबवणार आहे.
I'm leaving on Monday.,मी सोमवारी निघत आहे.
I'm leaving on Sunday.,मी रविवारी निघतोय.
I'm leaving on Sunday.,मी रविवारी निघतेय.
I'm not Tom's brother.,मी टॉमचा भाऊ नाही.
I'm not afraid to try.,प्रयत्न करायला घाबरत नाही मी.
I'm not dating anyone.,मी कोणालाही डेट करत नाहीये.
I'm not going to tell.,मी सांगणार नाहीये.
I'm not going to wait.,मी थांबणार नाहीये.
I'm not going to wait.,मी वाट बघत बसणार नाहीये.
I'm not narrow-minded.,मी अरुंद मनाचा नाही.
I'm not narrow-minded.,मी अरुंद मनाची नाही.
I'm not scared at all.,मी अजिबात घाबरलेलो नाहीये.
I'm not scared at all.,मी अजिबात घाबरलेले नाहीये.
I'm not the crazy one.,वेडा मी नाहीये.
I'm not the crazy one.,वेडी मी नाहीये.
I'm reading this book.,मी हे पुस्तक वाचतोय.
I'm reading this book.,मी हे पुस्तक वाचतेय.
I'm reading your book.,मी तुझं पुस्तक वाचतोय.
I'm reading your book.,मी तुझं पुस्तक वाचतेय.
I'm reading your book.,मी तुमचं पुस्तक वाचतोय.
I'm reading your book.,मी तुमचं पुस्तक वाचतेय.
I'm studying with Tom.,मी टॉमबरोबर अभ्यास करतोय.
I'm surprised Tom won.,टॉम जिंकला याने मला आश्चर्य वाटलं.
I'm talking to myself.,मी स्वतःशी बोलतोय.
I'm talking to myself.,मी स्वतःशीच बोलतोय.
I'm talking to myself.,मी स्वतःशी बोलतेय.
I'm talking to myself.,मी स्वतःशीच बोलतेय.
I'm telling the truth.,मी खरं सांगतोय.
I'm telling the truth.,मी खरं सांगतेय.
I'm telling the truth.,मी खरं सांगत आहे.
I'm telling the truth.,मी खरं काय तेच सांगतोय.
I'm telling the truth.,मी खरं काय तेच सांगतेय.
I'm telling the truth.,मी खरं काय तेच सांगत आहे.
I'm thinking of going.,माझा जायचा विचार चालला आहे.
I'm thinking of going.,मी जायचा विचार करत आहे.
I'm used to it by now.,मला आता सवय झाली आहे.
I'm watching the news.,मी बातम्या बघतोय.
I'm watching the news.,मी बातम्या बघतेय.
I'm worried about you.,मला तुझी काळजी वाटत आहे.
I'm worried about you.,मला तुमची काळजी वाटत आहे.
I've already told Tom.,मी आधीच टॉमला सांगितलं आहे.
I've bought a new car.,मी एक नवीन गाडी विकत घेतली आहे.
I've bought a new car.,मी नवीन गाडी विकत घेतली आहे.
I've found the answer.,मला उत्तर सापडलं आहे.
I've got half an hour.,माझ्याकडे अर्धा तास आहे.
I've lost my notebook.,माझी वही हरवली आहे.
I've seen this before.,मी हे आधी पाहिलं आहे.
I've seen your record.,मी तुझा रेकॉर्ड बघितला आहे.
I've seen your record.,मी तुमचा रेकॉर्ड बघितला आहे.
"In a sense, it's true.",एका अर्थी ते खरं आहे.
Is Tom afraid of dogs?,टॉमला कुत्र्यांची भीती वाटते का?
Is Tom in a good mood?,टॉम चांगल्या मूडमध्ये आहे का?
Is Tom in the kitchen?,टॉम स्वयंपाकघरात आहे का?
Is Tom ready to leave?,टॉम निघायला तयार आहे का?
Is Tom still sleeping?,टॉम अजूनही झोपलेला आहे का?
Is Tom very mad at me?,टॉम माझ्यावर खूप रागावला आहे का?
Is Tom your boyfriend?,टॉम तुझा बॉयफ्रेंड आहे का?
Is Tom your boyfriend?,टॉम तुमचा बॉयफ्रेंड आहे का?
Is anyone else hungry?,अजून कोणाला भूक लागली आहे का?
Is it an action movie?,अ‍ॅक्शन चित्रपट आहे का?
Is it an action movie?,अ‍ॅक्शन फिल्म आहे का?
Is it an action movie?,अ‍ॅक्शन पिक्चर आहे का?
Is it near your house?,तुमच्या घराजवळ आहे का?
Is it near your house?,तुझ्या घराजवळ आहे का?
Is it the last lesson?,शेवटचा धडा होता का?
Is it your helicopter?,तुझं हेलिकॉप्टर आहे?
Is it your helicopter?,तुमचं हेलिकॉप्टर आहे?
Is sugar cane a fruit?,ऊस हे एक फळ आहे का?
Is that clock working?,ते घड्याळ चालू आहे का?
Is that something new?,ते काहीतरी नवीन आहे का?
Is that too expensive?,खूपच महाग आहे का?
Is that what you want?,तुला हेच हवं आहे का?
Is that what you want?,तुम्हाला हेच हवं आहे का?
Is that why they died?,म्हणून ते मेले का?
Is that why they died?,म्हणून त्या मेल्या का?
Is that your new book?,ते तुझं नवीन पुस्तक आहे का?
Is that your new book?,ते तुमचं नवीन पुस्तक आहे का?
Is that your roommate?,तो तुझा रूममेट आहे का?
Is that your roommate?,तो तुमचा रूममेट आहे का?
Is that your roommate?,ते तुझे रूममेट आहेत का?
Is that your roommate?,ते तुमचे रूममेट आहेत का?
Is there a difference?,काही फरक आहे का?
Is there a difference?,फरक आहे का?
Is there anybody here?,इथे कोणी आहे का?
Is there enough gravy?,रस्सा पुरेसा आहे का?
Is there life on Mars?,मंगळावर जीवन आहे का?
Is there someone here?,इथे कोणी आहे का?
Is thirty days enough?,तीस दिवस पुरे आहेत का?
Is this microphone on?,हा मायक्रोफोन चालू आहे का?
Is this your suitcase?,ही तुझी सूटकेस आहे का?
Is this your suitcase?,ही तुमची सूटकेस आहे का?
Is what Tom said true?,टॉमने जे म्हटलं ते खरं आहे का?
Is your baby sleeping?,तुझं बाळ झोपलं आहे का?
Is your baby sleeping?,तुमचं बाळ झोपलं आहे का?
Is your watch correct?,तुमचं घड्याळ ठीक आहे का?
Is your watch correct?,तुझं घड्याळ बरोबर आहे का?
It could be important.,महत्त्वाचं असू शकेल.
It could rain tonight.,आज पाऊस पडू शकेल.
It feels cold in here.,इथे थंडी वाजत आहे.
It feels pretty great.,अगदी मस्त वाटतंय.
It happened last year.,मागच्या वर्षी घडलं.
It happened last year.,मागच्या वर्षीची गोष्ट आहे.
It is Sunday tomorrow.,उद्या रविवार आहे.
It is under the chair.,खुर्चीच्या खाली आहे.
It is under the chair.,खुर्चीखाली आहे.
It is very cold today.,आज खूप थंड आहे.
It is very cold today.,आज अतिशय थंड आहे.
It isn't at all clear.,अजिबात स्पष्ट नाही.
It isn't so hot today.,आज इतकं गरम नाहीये.
It made me feel proud.,त्याने मला अभिमान वाटला.
It smells like bleach.,ब्लीचसारखा वास येतोय.
It was Saturday night.,शनिवारची रात्र होती.
It was a wrong number.,राँग नंबर होता.
It was a wrong number.,चुकीचा क्रमांक होता.
It was a wrong number.,चुकीचा नंबर होता.
It was extremely hard.,अत्यंत कठीण होतं.
It was extremely hard.,अत्यंत कठीण होता.
It was extremely hard.,अत्यंत कठीण होती.
It was hot last night.,काल रात्री गरम होतं.
It was not my mistake.,माझी चूक नव्हती.
It was very difficult.,अगदी कठीण होतं.
It wasn't Tom's fault.,टॉमची चूक नव्हती.
It won't happen to me.,असं मला होणार नाही.
It's a big deal to us.,आमच्यासाठी ती मोठी गोष्ट आहे.
It's a big deal to us.,आपल्यासाठी ती मोठी गोष्ट आहे.
It's all in this file.,सर्वकाही या फायलीत आहे.
It's easy to remember.,आठवायला सोपं आहे.
It's like a bad dream.,एखाद्या वाईट स्वप्नासारखं आहे.
It's not an emergency.,इमरजन्सी नाहीये.
It's not hard to find.,सापडायला कठीण नाहीये.
It's not midnight yet.,अजून मध्यरात्र झाली नाहीये.
It's not your problem.,तो तुझा प्रॉब्लेम नाहीये.
It's not your problem.,तो तुमचा प्रॉब्लेम नाहीये.
It's really hot there.,इथे खरच खूप गरम आहे.
It's really hot there.,इथे खूपच गरम आहे.
Just give me a minute.,मला जरा एक मिनिट द्या.
Just give me a minute.,मला जरा एक मिनिट दे.
Just hold on a second.,जरा एक सेकंद थांब.
Just hold on a second.,जरा एक सेकंद थांबा.
Keep Tom away from me.,टॉमला माझ्यापासून दूर ठेव.
Keep Tom away from me.,टॉमला माझ्यापासून दूर ठेवा.
Keep Tom away from us.,टॉमला आमच्यापासून दूर ठेव.
Keep Tom away from us.,टॉमला आमच्यापासून दूर ठेवा.
Keep the windows open.,खिडक्या उघड्याच ठेव.
Keep the windows open.,खिडक्या उघड्याच ठेवा.
Keep the windows open.,खिडक्या उघड्या ठेव.
Keep the windows open.,खिडक्या उघड्या ठेवा.
Keep your hands clean.,हात स्वच्छ ठेव.
Keep your hands clean.,हात स्वच्छ ठेवा.
Leave my camera alone.,माझ्या कॅमेराला हात लावू नकोस.
Leave my camera alone.,माझ्या कॅमेराला हात लावू नका.
Leave the door closed.,दार बंदच ठेव.
Leave the door closed.,दार बंदच ठेवा.
Leave the window open.,खिडकी उघडी ठेव.
Leave the window open.,खिडकी उघडी ठेवा.
Let me ask a question.,मला एक प्रश्न विचारू द्या.
Let me ask a question.,मला एक प्रश्न विचारू दे.
Let me go talk to Tom.,मला जाऊन टॉमशी बोलू दे.
Let me go talk to Tom.,मला जाऊन टॉमशी बोलू द्या.
Let me think a minute.,मला जरा एक मिनिट विचार करू दे.
Let me think a minute.,मला एक मिनिट विचार करू दे.
Let the kids have fun.,मुलांना मजा करू दे.
Let the kids have fun.,मुलांना मजा करू द्या.
Let them do their job.,त्यांना त्यांचं काम करू दे.
Let them do their job.,त्यांना त्यांचं काम करू द्या.
Let's all go together.,आपण सर्व एकत्र जाऊया.
Let's build something.,काहीतरी बांधूया.
Let's compare the two.,दोघांची तुलना करूया.
Let's compare the two.,दोघींची तुलना करूया.
Let's drink some wine.,थोडीशी वाईन पिऊया.
Let's drink something.,काहीतरी पिऊया.
Let's give Tom a hand.,टॉमची मदत करूया.
Let's meet for a chat.,भेटून गप्पा मारूया.
Let's play some cards.,जरा पत्ते खेळूया.
Let's start with beer.,बियरपासून सुरुवात करूया.
Let's start with that.,त्याने सुरुवात करूया.
Let's talk about work.,कामाबद्दल बोलूया.
"Like father, like son.",जसा बाप तसा पोरगा.
Listen very carefully.,एकदम नीट ऐक.
Listen very carefully.,अगदी नीट ऐक.
Listen very carefully.,अगदी नीट ऐका.
Look at that building.,ती इमारत बघ.
Look at that building.,ती बिल्डिंग बघ.
Look at that mountain.,त्या डोंगराला बघ.
Look at that mountain.,त्या डोंगराला बघा.
Look at the next page.,पुढचं पान बघ.
Look at the next page.,पुढचं पान बघा.
Mary is my girlfriend.,मेरी माझी गर्लफ्रेंड आहे.
May I do it right now?,आत्ताच करू का?
May I sit next to you?,तुमच्या बाजूला बसू का?
May I sit next to you?,मी तुमच्या बाजूला बसू का?
May I sit next to you?,तुझ्या बाजूला बसू का?
May I sit next to you?,मी तुझ्या बाजूला बसू का?
May comes after April.,मे एप्रिलच्या नंतर येतो.
Mike Tyson is a boxer.,माइक टायसन बॉक्सर आहेत.
Mike Tyson is a boxer.,माइक टायसन बॉक्सर आहे.
Mike Tyson is a boxer.,माइक टायसन हे बॉक्सर आहेत.
Mike Tyson is a boxer.,माइक टायसन हा बॉक्सर आहे.
Mom is older than Dad.,आई बाबांपेक्षा वयाने मोठी आहे.
Money rules the world.,पैसा जगावर राज करतो.
My book is very heavy.,माझं पुस्तक अतिशय जड आहे.
My car is being fixed.,माझी गाडी दुरुस्त होत आहे.
My cat died yesterday.,माझी मांजर काल मेली.
My cat died yesterday.,काल माझी मांजर मेली.
My cat died yesterday.,काल माझं मांजर मेलं.
My cell phone was off.,माझा मोबाईल बंद होता.
My children are twins.,माझी मुलं जुळी आहेत.
My computer is broken.,कम्प्युटर बिघडला आहे.
My dog died last week.,मागच्या आठवड्यात माझा कुत्रा मेला.
My eye has swollen up.,माझा डोळा सुजला आहे.
My father is a doctor.,माझे वडील वैद्य आहेत.
My father is a doctor.,माझे बाबा डॉक्टर आहेत.
My father loves pizza.,माझ्या वडीलांना पिज्जा आवडतो.
My father loves pizza.,माझ्या बाबांना पिज्जा आवडतो.
My house is on a hill.,माझं घर एका टेकडीवर आहे.
My house is too small.,माझं घर खूपच छोटं आहे.
My husband is in jail.,माझा नवरा तुरुंगात आहे.
My mom is proud of me.,माझ्या आईचा माझ्यावर अभिमान आहे.
My mother is a lawyer.,माझी आई वकील आहे.
My mother makes cakes.,माझी आई केक बनवते.
My office is close by.,माझं ऑफिस जवळच आहे.
My office is close by.,माझं ऑफिस जवळ आहे.
My parents don't know.,माझ्या आईबाबांना माहीत नाहीये.
My phone is vibrating.,माझा फोन व्हायब्रेट होतो आहे.
My room is very small.,माझी खोली खूप छोटी आहे.
My salary is very low.,माझा पगार खूपच कमी आहे.
My uncle runs a hotel.,माझे काका हॉटेल चालवतात.
My uncle runs a hotel.,माझे मामा हॉटेल चालवतात.
My uncle runs a hotel.,माझा मामा हॉटेल चालवतो.
My uncle runs a hotel.,माझा काका हॉटेल चालवतो.
My wisdom tooth hurts.,माझी अक्कलदाढ दुखतेय.
No one is saying that.,तसं कोणीही म्हणत नाही आहे.
No one knows her name.,तिचं नाव कोणालाच नाही माहीत.
No one threatened Tom.,टॉमला कोणीही धमकावलं नाही.
No one was in the car.,गाडीत कोणीही नव्हतं.
Nobody can replace me.,माझी जागा कोणीच घेऊ शकत नाही.
Nobody here does that.,इथे तसं कोणीही करत नाही.
Nobody was helping us.,कोणीही आमची मदत करत नव्हतं.
Nobody was helping us.,कोणीही आपली मदत करत नव्हतं.
Nobody was helping us.,आमची मदत कोणीच करत नव्हतं.
Nobody was helping us.,आपली मदत कोणीच करत नव्हतं.
Nobody's sitting here.,इथे कोणीही बसलं नाहीये.
Not everyone succeeds.,सगळेच यशस्वी होत नाहीत.
"Now I'm a doctor, too.",आता मीसुद्धा डॉक्टर आहे.
Obviously he is wrong.,तो स्पष्टपणे चुकलेला आहे.
One of my teeth hurts.,माझा एक दात दुखतोय.
Playing tennis is fun.,टेनिस खेळण्यात मजा येते.
Please close the door.,जरा दार बंद कर.
Please close the door.,कृपया दार बंद करा.
Please close the door.,कृपा करून दार बंद करावे.
Please go to the bank.,जरा बॅंकेत जा.
Please go to the bank.,कृपा करून बॅंकेत जा.
Please sign this form.,कृपा करून या फॉर्मवर सही करा.
Please sign this form.,कृपा करून या फॉर्मवर सही कर.
Please sign this form.,जरा या फॉर्मवर सही कर.
Please sign this form.,जरा या फॉर्मवर सही करा.
Please wake me at six.,मला सहा वाजता उठवा.
Please wake me at six.,मला सहा वाजता उठव.
Please watch the kids.,जरा मुलांवर लक्ष्य ठेवा.
Please watch the kids.,जरा मुलांवर लक्ष्य ठेव.
Put the baby to sleep.,बाळाला झोपव.
Put the baby to sleep.,बाळाला झोपवा.
Raise your right hand.,उजवा हात वर कर.
Raise your right hand.,उजवा हात वर करा.
Roll down your window.,खिडकी खाली करा.
Roll down your window.,खिडकी खाली कर.
Roll your window down.,खिडकी खाली करा.
Roll your window down.,खिडकी खाली कर.
School starts at 8:40.,शाळा ८:४० ला सुरू होते.
Set the alarm for six.,सहा वाजताचा गजर लाव.
Set the alarm for six.,सहा वाजताचा गजर लावा.
She accepted his gift.,तिने त्याची भेटवस्तू स्वीकारली.
She accepted his gift.,त्यांनी त्याची भेट स्वीकार केली.
She acted in the play.,तिने नाटकात काम केलं.
She acted in the play.,त्यांनी नाटकात काम केलं.
She asked for my help.,तिने माझी मदत मागितली.
She asked for my help.,त्यांनी माझी मदत मागितली.
She became an actress.,ती अभिनेत्री बनली.
She became an actress.,त्या नटी बनल्या.
She can't drive a car.,तिला गाडी चालवता येत नाही.
She felt like dancing.,तिला नाचावंसं वाटलं.
She felt like dancing.,तिला नाचावेसे वाटले.
She followed him home.,तिने त्याचा घरापर्यंत पाठलाग केला.
She handed him a book.,तिने त्याच्या हाती एक पुस्तक दिलं.
She handed him a book.,तिने त्यांच्या हाती एक पुस्तक दिलं.
She helped cook lunch.,तिने जेवण बनवण्यात मदत केली.
She is about to leave.,ती आत्ता निघणारच आहे.
She is about to leave.,त्या निघतच आहेत.
She is five years old.,ती पाच वर्षाची आहे.
She is related to him.,ती त्याच्या नात्यातली आहे.
She is sewing a dress.,ती एक ड्रेस शिवतेय.
She left her children.,ती तिच्या मुलांना सोडून गेली.
She left her children.,त्या त्यांच्या मुलांना सोडून गेल्या.
She likes Russian pop.,तिला रशियन पॉप संगीत आवडते.
She likes Russian pop.,त्यांना रशियन पॉप संगीत आवडते.
She lost her car keys.,तिच्या गाडीच्या चाव्या हरवल्या.
"She loves Tom, not me.","ती टॉमवर प्रेम करते, माझ्यावर नाही."
She picked up a stone.,तिने एक दगड उचलला.
She picked up a stone.,त्यांनी एक दगड उचलला.
She played the violin.,तिने व्हायोलिन वाजवली.
She played the violin.,त्यांनी व्हायोलिन वाजवली.
She poured tea for me.,तिने माझ्यासाठी थोडा चहा ओतला.
She reads after lunch.,ती दुपारी जेवल्यानंतर वाचते.
She reads after lunch.,त्या दुपारी जेवल्यानंतर वाचतात.
She returned to Japan.,ती जपानला परतली.
She returned to Japan.,त्या जपानला परतल्या.
She taught us singing.,तिने आम्हाला गायचं शिकवलं.
She teaches us French.,ती आम्हाला फ्रेंच शिकवते.
She teaches us French.,ती आपल्याला फ्रेंच शिकवते.
She teaches us French.,त्या आम्हाला फ्रेंच शिकवतात.
She teaches us French.,त्या आपल्याला फ्रेंच शिकवतात.
She told him to study.,तिने त्याला अभ्यास करायला सांगितलं.
She took her own life.,तिने स्वतःचं जीव घेतलं.
She took off her coat.,तिने आपला कोट काढला.
She understands music.,तिला संगीत समजतं.
She uses cheap makeup.,ती स्वस्तातला मेकअप वापरते.
She uses cheap makeup.,त्या स्वस्तातला मेकअप वापरतात.
She wants to kiss him.,तिला त्याला किस करायचंय.
She was kissed by him.,तिला त्याने किस केलं.
She was looking at me.,ती माझ्याकडे बघत होती.
She was looking at me.,ती मला पाहत होती.
She was looking at me.,ती मला बघत होती.
She was looking at me.,त्या माझ्याकडे बघत होत्या.
She was looking at me.,त्या मला पाहत होत्या.
She watched him dance.,तिने त्याला नाचताना पाहिलं.
She weighs 120 pounds.,तिचं वजन १२० पाउंड आहे.
She works at the bank.,ती बॅंकेत काम करते.
She works at the bank.,त्या बॅंकेत काम करतात.
She works at the bank.,ती त्या बँकेत काम करते.
She's my older sister.,ती माझी ताई आहे.
She's my older sister.,ती माझी मोठी बहीण आहे.
She's taller than him.,ती त्याच्यापेक्षा उंच आहे.
Show me another watch.,मला एक दुसरं घड्याळ दाखव.
Show me another watch.,मला आणखीन एक घड्याळ दाखवा.
Shut the door quietly.,शांतपणे दार बंद कर.
Sit wherever you like.,हवं तिथे बस.
Sit wherever you like.,तुम्हाला जिथे ही बसायचं असेल तिथे बसा.
"So, you're not coming?",मग तू येत नाहीयेस का?
"So, you're not coming?",मग तुम्ही येत नाही आहात का?
Soccer is an old game.,फुटबॉल हा एक जुना खेळ आहे.
Some people were late.,काही लोकांना उशीर झाला.
Somebody set the fire.,कोणीतरी आग लावली.
Someone will save you.,कोणीतरी तुला वाचवेल.
Someone will save you.,कोणीतरी तुला वाचवेलच.
Someone will save you.,कोणीतरी तुम्हाला वाचवेल.
Someone will save you.,कोणीतरी तुम्हाला वाचवेलच.
Something is going on.,काहीतरी चाललंय.
Something is going on.,काहीतरी चालू आहे.
Sometimes we get lost.,कधीकधी आपण हरवून जातो.
Stop asking questions.,प्रश्न विचारणं बंद कर.
Stop asking questions.,प्रश्न विचारणं बंद करा.
"Stop right there, Tom.","टॉम, तिथेच थांब."
"Stop right there, Tom.","टॉम, तिथल्या तिथेच थांब."
Tadpoles become frogs.,भैकेर बनली बेडकं.
Take off your clothes.,कपडे काढ.
Take off your clothes.,कपडे काढा.
Take off your clothes.,तुझे कपडे काढ.
Take off your clothes.,तुमचे कपडे काढा.
"Take us with you, Tom.","आम्हाला तुझ्याबरोबर ने, टॉम."
Tell me what happened.,मला सांग काय झालं.
Tell me what happened.,काय झालं मला सांगा.
Tell me what you want.,तुला काय हवं आहे मला सांग.
Tell me what you want.,तुम्हाला काय हवं आहे मला सांगा.
Tell the truth to Tom.,टॉमला खरंखरं सांग.
Tell the truth to Tom.,टॉमला खरंखरं सांगा.
Tell the truth to Tom.,टॉमला खरं सांग.
Tell the truth to Tom.,टॉमला खरं सांगा.
Tests start next week.,परीक्षा पुढच्या आठवड्याला सुरू होतात.
That banana is rotten.,ते केळं सडलं आहे.
That book is very old.,ते पुस्तक अतिशय जुनं आहे.
That car is very fast.,ती गाडी अतिशय वेगवान आहे.
That data is very old.,ती डेटा खूप जुनी आहे.
That dog doesn't bite.,तो कुत्रा चावत नाही.
That is an old camera.,तो एक जुना कॅमेरा आहे.
That is an old castle.,तो एक जुना किल्ला आहे.
That man is a monster.,तो माणूस राक्षस आहे.
That man is a soldier.,तो माणूस सैनिक आहे.
That man is dangerous.,तो माणूस धोकादायक आहे.
That noise woke me up.,त्या आवाजाने मला जाग आली.
That serves you right.,असच पाहिजे तुला.
That serves you right.,असच पाहिजे तुम्हाला.
That was your mistake.,ती तुझी चूक होती.
That was your mistake.,ती तुमची चूक होती.
That wasn't our fault.,ती आमची चूक नव्हती.
That wasn't our fault.,ती आपली चूक नव्हती.
That wasn't the truth.,ते खरं नव्हतं.
That wasn't the truth.,ते सत्य नव्हतं.
That's Tom's daughter.,ती टॉमची मुलगी आहे.
That's Tom's suitcase.,ती टॉमची सुटकेस आहे.
That's a big question.,तो मोठा प्रश्न आहे.
That's a big question.,तो एक मोठा प्रश्न आहे.
That's a big sandwich.,मोठं सँडविच आहे.
That's a nice sweater.,तो चांगला स्वेटर आहे.
That's all you can do.,तू तितकंच करू शकतोस.
That's all you can do.,तू तितकंच करू शकतेस.
That's all you can do.,तू तेवढंच करू शकतोस.
